symbol,name,exchange,assetType,ipoDate,delistingDate,status
JE-P-A,Just Energy Group Inc 850 Series A FixedtoFloating Rate Cumulative Redeemable Perpetual Preferred Shares,NYSE,Stock,2/1/2017,null,Active
JEF,Jefferies Financial Group Inc,NYSE,Stock,11/5/1987,null,Active
JELD,JELDWEN Holding Inc,NYSE,Stock,1/27/2017,null,Active
JEPI,JPMorgan Equity Premium Income ETF,NYSE ARCA,Stock,5/21/2020,null,Active
JFIN,Jiayin Group Inc,NASDAQ,Stock,5/10/2019,null,Active
JFK,8i Enterprises Acquisition Corp,NASDAQ,Stock,5/16/2019,null,Active
JFKKR,8i Enterprises Acquisition Corp Tradeable Rights May 2019,NASDAQ,Stock,5/16/2019,null,Active
JFKKU,8i Enterprises Acquisition Corp Units 1 Ord 1 Wrt 1 Rts,NASDAQ,Stock,3/28/2019,null,Active
JFKKW,8i Enterprises Acquisition Corp Warrants 29102025,NASDAQ,Stock,5/16/2019,null,Active
JFU,9F Inc,NASDAQ,Stock,8/15/2019,null,Active
JG,Aurora Mobile Ltd,NASDAQ,Stock,7/26/2018,null,Active
JHAA,Nuveen Corporate Income 2023 Target Term Fund,NYSE,Stock,12/19/2018,null,Active
JHG,Janus Henderson Group Plc,NYSE,Stock,6/26/2000,null,Active
JHX,James Hardie Industries plc ADR,NYSE,Stock,1/3/2000,null,Active
JIG,JPMorgan International Growth ETF,NYSE ARCA,Stock,5/21/2020,null,Active
JIH,,NYSE,Stock,12/20/2019,null,Active
JIH-U,Juniper Industrial Holdings Inc Unit 1 Com & 12 Wt Exp 2024,NYSE,Stock,11/8/2019,null,Active
JIH-WS,Juniper Industrial Holdings Inc Warrants 13112026,NYSE,Stock,12/20/2019,null,Active
JILL,J JILL GROUP INC,NYSE,Stock,3/9/2017,null,Active
JJSF,JJ Snack Foods Corp,NASDAQ,Stock,3/26/1990,null,Active
JKHY,Jack Henry & Associates Inc,NASDAQ,Stock,3/26/1990,null,Active
JKS,JinkoSolar Holding Company Ltd,NYSE,Stock,5/14/2010,null,Active
JLL,Jones Lang LaSalle Inc,NYSE,Stock,7/17/1997,null,Active
JMIA,Jumia Technologies Ag,NYSE,Stock,4/12/2019,null,Active
JMP,JMP Group Inc,NYSE,Stock,5/11/2007,null,Active
JMPNL,JMP Group Inc 725 NT REDEEM 15112027 USD 25 466273109,NYSE,Stock,11/30/2017,null,Active
JMPNZ,JMP Group LLC 6.875 NT REDEEM 30092029 USD 25,NASDAQ,Stock,9/27/2019,null,Active
JNCE,Jounce Therapeutics Inc,NASDAQ,Stock,1/27/2017,null,Active
JNJ,Johnson Johnson,NYSE,Stock,1/2/1970,null,Active
JNPR,Juniper Networks Inc,NYSE,Stock,6/25/1999,null,Active
JOB,General Employment Enterprises Inc,NYSE,Stock,3/17/1992,null,Active
JOBS,51job Inc,NASDAQ,Stock,9/29/2004,null,Active
JOE,The St Joe Company,NYSE,Stock,3/10/1992,null,Active
JOUT,Johnson Outdoors Inc,NASDAQ,Stock,3/26/1990,null,Active
JP,Jupai Holdings Ltd ADS,NYSE,Stock,7/16/2015,null,Active
JPM,JPMorgan Chase Company,NYSE,Stock,12/30/1983,null,Active
JPM-P-C,J P Morgan Chase & Company Depositary Shares Series E,NYSE,Stock,1/17/2019,null,Active
JPM-P-D,JPMorgan Chase Bank N A London Branch Depositary Shs Repstg 1400th Pfd Ser O,NYSE,Stock,9/22/2014,null,Active
JPM-P-F,J P Morgan Chase Company Depositary Shares Series Y,NYSE,Stock,2/6/2015,null,Active
JPM-P-F-CL,,NYSE,Stock,7/19/2010,null,Active
JPM-P-G,J P Morgan Chase Company Depositary Shares Series A,NYSE,Stock,6/15/2015,null,Active
JPM-P-H,J P Morgan Chase Company Depositary Shares Series B,NYSE,Stock,7/23/2015,null,Active
JPM-P-J,,NYSE,Stock,10/31/2019,null,Active
JRJC,China Finance Online Company ADR,NASDAQ,Stock,10/15/2004,null,Active
JRSH,Jerash holdings US Inc,NASDAQ,Stock,5/4/2018,null,Active
JRVR,James River Group Holdings Ltd,NASDAQ,Stock,12/12/2014,null,Active
JSM,Navient Corp,NASDAQ,Stock,12/30/2003,null,Active
JT,Jianpu Technology Inc American depositary shares each two representing five Class A,NYSE,Stock,11/16/2017,null,Active
JULZ,TrueShares Structured Outcome July,BATS,Stock,7/1/2020,null,Active
JVA,Coffee Holding Company Inc,NASDAQ,Stock,5/3/2005,null,Active
JW-A,John Wiley & Sons Inc - Class A,NYSE,Stock,3/26/1990,null,Active
JW-B,John Wiley & Sons Inc - Class B,NYSE,Stock,10/19/1995,null,Active
JWN,Nordstrom Inc,NYSE,Stock,7/9/1986,null,Active
JWS,Jaws Acquisition Corp Class A,NYSE,Stock,7/2/2020,null,Active
JWS-U,Jaws Acquisition Corp. Units each consisting of one Class A ordinary share and onethird of one redeemable warrant,NYSE,Stock,5/14/2020,null,Active
JWS-WS,Jaws Acquisition Corp. Redeemable Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of 11.50,NYSE,Stock,7/6/2020,null,Active
JYNT,The Joint Corp,NASDAQ,Stock,11/11/2014,null,Active
K,Kellogg Company,NYSE,Stock,12/17/1984,null,Active
KAI,Kadant Inc,NYSE,Stock,11/3/1992,null,Active
KALA,Kala Pharmaceuticals Inc,NASDAQ,Stock,7/20/2017,null,Active
KALU,Kaiser Aluminum Corp,NASDAQ,Stock,7/7/2006,null,Active
KALV,KalVista Pharmaceuticals Inc,NASDAQ,Stock,4/9/2015,null,Active
KAMN,Kaman Corp,NYSE,Stock,3/26/1990,null,Active
KAPR,Innovator Russell 2000 Power Buffer ETF -April,BATS,Stock,4/1/2020,null,Active
KAR,KAR Auction Services Inc,NYSE,Stock,12/11/2009,null,Active
KARE,KOALA CORP,NASDAQ,Stock,11/15/2017,null,Active
KB,KB Financial Group Inc,NYSE,Stock,11/12/2001,null,Active
KBAL,Kimball International Inc Class B,NASDAQ,Stock,3/26/1990,null,Active
KBH,KB Home,NYSE,Stock,11/5/1987,null,Active
KBLM,KBL Merger Corp IV,NASDAQ,Stock,6/27/2017,null,Active
KBLMR,KBL Merger Corp IV Right,NASDAQ,Stock,6/27/2017,null,Active
KBLMU,KBL Merger Corp IV Unit,NASDAQ,Stock,6/2/2017,null,Active
KBLMW,KBL Merger Corp IV Warrant,NASDAQ,Stock,6/27/2017,null,Active
KBNT,Kubient Inc,NASDAQ,Stock,8/12/2020,null,Active
KBNTW,Kubient Inc Wt Exp 07092025,NASDAQ,Stock,8/12/2020,null,Active
KBR,KBR Inc,NYSE,Stock,11/16/2006,null,Active
KBSF,KBS Fashion Group Ltd,NASDAQ,Stock,2/12/2013,null,Active
KC,Kingsoft Cloud Holdings Ltd,NASDAQ,Stock,5/8/2020,null,Active
KCAC,Kensington Capital Acquisition Corp Class A,NYSE,Stock,8/17/2020,null,Active
KCAC-U,Kensington Capital Acquisition Corp. Units each consisting of one share of Class A common stock and onehalf of one redeemable warrant,NYSE,Stock,6/26/2020,null,Active
KCAC-WS,Kensington Capital Acquisition Corp,NYSE,Stock,8/17/2020,null,Active
KCAPL,KCAP Financial Inc 6125 Notes due 2022,NASDAQ,Stock,8/28/2017,null,Active
KDMN,Kadmon Holdings Inc,NYSE,Stock,7/27/2016,null,Active
KDP,Keurig Dr Pepper Inc,NASDAQ,Stock,4/28/2008,null,Active
KE,Kimball Electronics Inc,NASDAQ,Stock,11/3/2014,null,Active
KELYA,Kelly Services Inc,NASDAQ,Stock,3/26/1990,null,Active
KELYB,Kelly Services Inc,NASDAQ,Stock,8/18/1995,null,Active
KEN,Kenon Holdings Ltd,NYSE,Stock,1/14/2015,null,Active
KEP,Korea Electric Power Corporation ADR,NYSE,Stock,10/27/1994,null,Active
KEQU,Kewaunee Scientific Corp,NASDAQ,Stock,2/25/1992,null,Active
KERN,Akerna Corp,NASDAQ,Stock,2/26/2018,null,Active
KERNW,Akerna Corp Warrant,NASDAQ,Stock,2/27/2018,null,Active
KEX,Kirby Corp,NYSE,Stock,8/21/1991,null,Active
KEY,KeyCorp,NYSE,Stock,11/5/1987,null,Active
KEY-P-I,KeyCorp Depositary Shares Series E,NYSE,Stock,12/15/2016,null,Active
KEY-P-J,KeyCorp Depositary Shares Series F,NYSE,Stock,7/24/2018,null,Active
KEY-P-K,KeyCorp Depositary Shares Series G,NYSE,Stock,4/23/2019,null,Active
KEYS,Keysight Technologies Inc,NYSE,Stock,10/20/2014,null,Active
KFFB,Kentucky First Federal Bancorp,NASDAQ,Stock,3/3/2005,null,Active
KFRC,Kforce Inc,NASDAQ,Stock,8/15/1995,null,Active
KFS,Kingsway Financial Services Inc USA,NYSE,Stock,5/6/1998,null,Active
KFY,Korn Ferry,NYSE,Stock,2/11/1999,null,Active
KGC,Kinross Gold Corp,NYSE,Stock,10/19/1994,null,Active
KHC,The Kraft Heinz Company,NASDAQ,Stock,7/6/2015,null,Active
KIDS,OrthoPediatrics corp,NASDAQ,Stock,10/12/2017,null,Active
KIM,Kimco Realty Corp,NYSE,Stock,11/22/1991,null,Active
KIM-P-J,Kimco Realty Corporation Depositary Sh Repstg 11000th Pfd CL J,NYSE,Stock,2/12/2007,null,Active
KIM-P-L,Kimco Realty Corporation Class L Depositary Shares each of which represents a oneone thousandth fractional interest in a share of 5125 Class L Cumulative Red,NYSE,Stock,8/8/2017,null,Active
KIM-P-M,Kimco Realty Corporation Class M Depositary Shares each of which represents a oneone thousandth fractional interest in a share of 525 Class M Cumulative Rede,NYSE,Stock,12/12/2017,null,Active
KIN,Kindred Biosciences Inc,NASDAQ,Stock,12/12/2013,null,Active
KINS,Kingstone Cos. Inc,NASDAQ,Stock,10/26/1999,null,Active
KIQ,Kelso Technologies Inc,NYSE,Stock,5/24/1996,null,Active
KIRK,Kirkland`s Inc,NASDAQ,Stock,7/30/2002,null,Active
KJAN,Innovator Russell 2000 Power Buffer ETF - January,BATS,Stock,1/2/2020,null,Active
KJUL,Innovator Russell 2000 Power Buffer ETF - July,BATS,Stock,7/1/2020,null,Active
KKR,KKR Company LP,NYSE,Stock,7/15/2010,null,Active
KKR-P-A,KKR Company LP 675 Series A Preferred Units,NYSE,Stock,3/28/2016,null,Active
KKR-P-B,KKR Company LP 650 Series B Preferred Unit,NYSE,Stock,6/27/2016,null,Active
KKR-P-C,KKR & Co. Inc,NYSE,Stock,8/12/2020,null,Active
KL,Kirkland Lake Gold Ltd,NYSE,Stock,12/6/2016,null,Active
KLAC,KLA Corp,NASDAQ,Stock,3/26/1990,null,Active
KLDO,Kaleido Biosciences Inc,NASDAQ,Stock,2/28/2019,null,Active
KLIC,Kulicke & Soffa Industries Inc,NASDAQ,Stock,3/26/1990,null,Active
KLR,GigCapital Inc,NYSE,Stock,7/26/2004,null,Active
KLR-WS,GigCapital Inc Warrants each whole Warrant exercisable for one share of Common Stock at an exercise price of 1150 per share,NYSE,Stock,1/17/2018,null,Active
KLXE,KLX Energy Services Holdings Inc,NASDAQ,Stock,9/17/2018,null,Active
KMB,Kimberly-Clark Corp,NYSE,Stock,12/17/1984,null,Active
KMDA,Kamada Ltd,NASDAQ,Stock,5/31/2013,null,Active
KMI,Kinder Morgan Inc,NYSE,Stock,2/11/2011,null,Active
KMPR,Kemper Corp,NYSE,Stock,9/18/1991,null,Active
KMT,Kennametal Inc,NYSE,Stock,11/5/1987,null,Active
KMX,CarMax Inc,NYSE,Stock,2/4/1997,null,Active
KN,Knowles Corp,NYSE,Stock,2/14/2014,null,Active
KNDI,Kandi Technologies Group Inc,NASDAQ,Stock,9/4/2007,null,Active
KNL,Knoll Inc,NYSE,Stock,12/14/2004,null,Active
KNOP,KNOT Offshore Partners LP,NYSE,Stock,4/10/2013,null,Active
KNSA,Kiniksa Pharmaceuticals Ltd - Class A,NASDAQ,Stock,5/24/2018,null,Active
KNSL,Kinsale Capital Group Inc,NASDAQ,Stock,7/28/2016,null,Active
KNX,Knight Transportation,NYSE,Stock,10/25/1994,null,Active
KO,The CocaCola Company,NYSE,Stock,1/2/1962,null,Active
KOD,Kodiak Sciences Inc,NASDAQ,Stock,10/4/2018,null,Active
KODK,Eastman Kodak Company,NYSE,Stock,9/23/2013,null,Active
KOF,CocaCola FEMSA SAB de CV,NYSE,Stock,9/14/1993,null,Active
KOP,Koppers Holdings Inc,NYSE,Stock,2/1/2006,null,Active
KOPN,Kopin Corp,NASDAQ,Stock,4/15/1992,null,Active
KOR,Corvus Gold Inc,NASDAQ,Stock,10/18/2010,null,Active
KOS,Kosmos Energy Ltd,NYSE,Stock,5/11/2011,null,Active
KOSS,Koss Corp,NASDAQ,Stock,2/25/1992,null,Active
KPTI,Karyopharm Therapeutics Inc,NASDAQ,Stock,11/6/2013,null,Active
KR,Kroger Company,NYSE,Stock,1/3/1977,null,Active
KRA,Kraton Performance Polymers Inc,NYSE,Stock,12/17/2009,null,Active
KRC,Kilroy Realty Corp,NYSE,Stock,1/30/1997,null,Active
KREF,KKR Real Estate Finance Trust Inc,NYSE,Stock,5/5/2017,null,Active
KRG,Kite Realty Group Trust,NYSE,Stock,8/11/2004,null,Active
KRKR,36Kr Holdings Inc,NASDAQ,Stock,11/8/2019,null,Active
KRMD,ReproMed Systems Inc,NASDAQ,Stock,3/20/1996,null,Active
KRNT,Kornit Digital Ltd,NASDAQ,Stock,4/2/2015,null,Active
KRNY,Kearny Financial Corp,NASDAQ,Stock,2/24/2005,null,Active
KRO,Kronos Worldwide Inc,NYSE,Stock,12/9/2003,null,Active
KROS,Keros Therapeutics Inc,NASDAQ,Stock,4/8/2020,null,Active
KRP,Kimbell Royalty Partners Representing Limited Partner Interests,NYSE,Stock,2/3/2017,null,Active
KRTX,Karuna Therapeutics Inc,NASDAQ,Stock,6/28/2019,null,Active
KRUS,Kura Sushi USA Inc Class A,NASDAQ,Stock,8/1/2019,null,Active
KRYS,Krystal Biotech Inc,NASDAQ,Stock,9/20/2017,null,Active
KSMTU,Kismet Acquisition One Corp - Units (1 Ord Share & 1/2 War),NASDAQ,Stock,8/6/2020,null,Active
KSPN,Kaspien Holdings Inc,NASDAQ,Stock,2/17/1993,null,Active
KSS,Kohl`s Corp,NYSE,Stock,5/19/1992,null,Active
KSU,Kansas City Southern,NYSE,Stock,11/5/1987,null,Active
KSU-P,Kansas City Southern Preferred Stock,NYSE,Stock,9/22/2014,null,Active
KT,KT Corp,NYSE,Stock,5/26/1999,null,Active
KTB,Kontoor Brands Inc,NYSE,Stock,5/9/2019,null,Active
KTCC,Key Tronic Corp,NASDAQ,Stock,3/26/1990,null,Active
KTH,Structures Products Cp 8 CorTS Issued by Peco Energy Cap Tr II Preferred Stock,NYSE,Stock,2/12/2001,null,Active
KTN,Structured Products Corp 8205 CorTS 8205 Corporate Backed Trust Securities CorTS,NYSE,Stock,12/4/2003,null,Active
KTOS,Kratos Defense Security Solutions Inc,NASDAQ,Stock,11/5/1999,null,Active
KTOV,Kitov Pharma Ltd,NASDAQ,Stock,11/20/2015,null,Active
KTOVW,KTOVW,NASDAQ,Stock,11/20/2015,null,Active
KTP,Corts 7625 Pfd,NYSE,Stock,7/6/1999,null,Active
KTRA,Kintara Therapeutics Inc,NASDAQ,Stock,2/22/2013,null,Active
KURA,Kura Oncology Inc,NASDAQ,Stock,11/5/2015,null,Active
KVHI,KVH Industries Inc,NASDAQ,Stock,4/2/1996,null,Active
KW,KennedyWilson Holdings Inc,NYSE,Stock,12/3/2007,null,Active
KWR,Quaker Chemical Corp,NYSE,Stock,3/26/1990,null,Active
KXIN,Kaixin Auto Holdings,NASDAQ,Stock,11/6/2017,null,Active
KYMR,Kymera Therapeutics Inc,NASDAQ,Stock,8/21/2020,null,Active
KYN-P-F,Kayne Anderson MLP Investment Company 350 Series F Mandatory Redeemable Preferred Shares 2500 Liquidation Preference per share,NYSE,Stock,9/22/2014,null,Active
KYN-P-F-CL,,NYSE,Stock,1/15/2020,null,Active
KZIA,Kazia Therapeutics Ltd,NASDAQ,Stock,11/24/2017,null,Active
KZR,Kezar Life Sciences Inc,NASDAQ,Stock,6/21/2018,null,Active
L,Loews Corp,NYSE,Stock,7/10/1987,null,Active
LAC,Lithium Americas Corp,NYSE,Stock,1/25/2018,null,Active
LACQ,Leisure Acquisition Corp,NASDAQ,Stock,2/26/2018,null,Active
LACQU,Leisure Acquisition Corp Units 1 Ord 12 War,NASDAQ,Stock,12/1/2017,null,Active
LACQW,Leisure Acquisition Corp Warrant,NASDAQ,Stock,1/5/2018,null,Active
LAD,Lithia Motors Inc,NYSE,Stock,12/18/1996,null,Active
LADR,Ladder Capital Corp,NYSE,Stock,2/6/2014,null,Active
LAIX,LAI WORLDWIDE INC,NYSE,Stock,9/27/2018,null,Active
LAKE,Lakeland Industries Inc,NASDAQ,Stock,3/26/1990,null,Active
LAMR,Lamar Advertising Company,NASDAQ,Stock,8/2/1996,null,Active
LANC,Lancaster Colony Corp,NASDAQ,Stock,3/26/1990,null,Active
LAND,Gladstone Land Corp,NASDAQ,Stock,1/29/2013,null,Active
LANDP,Gladstone Land Corporation 6375 Series A Cumulative Term Preferred Stock,NASDAQ,Stock,8/12/2016,null,Active
LARK,Landmark Bancorp Inc,NASDAQ,Stock,3/28/1994,null,Active
LASR,nLIGHT Inc,NASDAQ,Stock,4/26/2018,null,Active
LATN,,NASDAQ,Stock,12/9/2019,null,Active
LATNU,Union Acquisition Corp II Unit 1 Ord & 1 Red Wt,NASDAQ,Stock,10/18/2019,null,Active
LATNW,Union Acquisition Corp II Red Wt 04012025,NASDAQ,Stock,12/9/2019,null,Active
LAUR,Laureate Education Inc - Class A,NASDAQ,Stock,2/1/2017,null,Active
LAWS,Lawson Products Inc,NASDAQ,Stock,3/26/1990,null,Active
LAZ,Lazard Ltd,NYSE,Stock,5/5/2005,null,Active
LAZY,Lazydays Holdings Inc,NASDAQ,Stock,3/16/2018,null,Active
LB,L Brands Inc,NYSE,Stock,7/1/1985,null,Active
LBAI,Lakeland Bancorp Inc,NASDAQ,Stock,1/4/1999,null,Active
LBC,Luther Burbank Corp,NASDAQ,Stock,1/2/2001,null,Active
LBRDA,Liberty Broadband Corp,NASDAQ,Stock,11/4/2014,null,Active
LBRDK,Liberty Broadband Corp,NASDAQ,Stock,11/4/2014,null,Active
LBRT,Liberty Oilfield Services Inc Class A,NYSE,Stock,1/11/2018,null,Active
LBTYA,Liberty Global plc Class A,NASDAQ,Stock,6/3/2004,null,Active
LBTYB,LIBERTY GLOBAL PLC,NASDAQ,Stock,6/9/2004,null,Active
LBTYK,Liberty Global plc,NASDAQ,Stock,9/8/2005,null,Active
LC,LendingClub Corp,NYSE,Stock,12/11/2014,null,Active
LCA,Landcadia Holdings II Inc - Class A,NASDAQ,Stock,6/6/2019,null,Active
LCAHU,Landcadia Holdings II Inc - Unit (1 Ordinary share Cls A & 1/3 Wrt),NASDAQ,Stock,5/26/2016,null,Active
LCAHW,Landcadia Holdings II Inc - Warrants (09/05/2026),NASDAQ,Stock,6/6/2019,null,Active
LCAPU,Lionheart Acquisition Corp II - Units (1 Ord Class A & 1/2 War),NASDAQ,Stock,8/14/2020,null,Active
LCI,Lannett Company. Inc,NYSE,Stock,1/2/1997,null,Active
LCII,Drew Industries Incorporated 001 Par Value,NYSE,Stock,5/3/1989,null,Active
LCNB,LCNB Corp,NASDAQ,Stock,10/26/1999,null,Active
LCTX,BioTime Inc,NYSE,Stock,3/6/1992,null,Active
LCUT,Lifetime Brands Inc,NASDAQ,Stock,6/5/1991,null,Active
LDL,Lydall Inc,NYSE,Stock,1/12/1990,null,Active
LDOS,Leidos Holdings Inc,NYSE,Stock,10/13/2006,null,Active
LE,Lands` End Inc,NASDAQ,Stock,3/20/2014,null,Active
LEA,Lear Corp,NYSE,Stock,11/9/2009,null,Active
LEAF,Leaf Group Ltd,NYSE,Stock,1/27/2011,null,Active
LEAP-U,Ribbit LEAP Ltd - Units (1 Ord Share Class A & 1/5 War),NYSE,Stock,9/11/2020,null,Active
LECO,Lincoln Electric Holdings Inc,NASDAQ,Stock,6/13/1995,null,Active
LEDS,SemiLEDs Corp,NASDAQ,Stock,12/9/2010,null,Active
LEE,Lee Enterprises Inc,NYSE,Stock,11/5/1987,null,Active
LEG,Leggett Platt Inc,NYSE,Stock,11/5/1987,null,Active
LEGH,Legacy Housing Corp,NASDAQ,Stock,12/14/2018,null,Active
LEGN,Legend Biotech Corp,NASDAQ,Stock,6/5/2020,null,Active
LEJU,Leju Holdings Ltd,NYSE,Stock,4/17/2014,null,Active
LEN,Lennar Corp,NYSE,Stock,11/5/1987,null,Active
LEN-B,Lennar Corp,NYSE,Stock,4/23/2003,null,Active
LEU,Centrus Energy Corp Class A,NYSE MKT,Stock,7/23/1998,null,Active
LEVI,Levi Strauss Company Class A,NYSE,Stock,3/21/2019,null,Active
LEVL,Level One Bancorp Inc,NASDAQ,Stock,4/20/2018,null,Active
LEVLP,Level One Bancorp Inc,NASDAQ,Stock,8/18/2020,null,Active
LFAC,LF Capital Acquisition Corp Class A,NASDAQ,Stock,6/29/2018,null,Active
LFACU,LF Capital Acquisition Corp Units 1 Ord Class A 1 War,NASDAQ,Stock,6/20/2018,null,Active
LFACW,LF Capital Acquistion Corp Warrant,NASDAQ,Stock,6/29/2018,null,Active
LFC,China Life Insurance Company Ltd,NYSE,Stock,12/17/2003,null,Active
LFUS,Littelfuse Inc,NASDAQ,Stock,9/23/1992,null,Active
LFVN,Lifevantage Corporation,NASDAQ,Stock,10/5/2004,null,Active
LGC,Legacy Acquisition Corp Class A,NYSE,Stock,12/1/2017,null,Active
LGC-U,Legacy Acquisition Corp Units each consisting of one share of Class A Common Stock and one Warrant to purchase onehalf of one share of Class A Common Stock,NYSE,Stock,11/17/2017,null,Active
LGC-WS,Legacy Acquisition Corp Warrants exercisable for onehalf of one share of Class A Common Stock for 575 per half share or 1150 per whole share,NYSE,Stock,11/30/2017,null,Active
LGF-A,Lions Gate Entertainment Corp - Class A,NYSE,Stock,12/9/2016,null,Active
LGF-B,Lions Gate Entertainment Corporation Class B NonVoting Shares,NYSE,Stock,12/9/2016,null,Active
LGHL,Lion Group Holding Ltd,NYSE ARCA,Stock,6/16/2020,null,Active
LGHLW,Lion Group Holding Ltd. Warrant,NASDAQ,Stock,6/17/2020,null,Active
LGIH,LGI Homes Inc,NASDAQ,Stock,11/7/2013,null,Active
LGL,The LGL Group Inc,NYSE,Stock,3/17/1992,null,Active
LGND,Ligand Pharmaceuticals Inc,NASDAQ,Stock,11/18/1992,null,Active
LGVW,Longview Acquisition Corp Class A,NYSE,Stock,7/13/2020,null,Active
LGVW-U,Longview Acquisition Corp. Units each consisting of one share of Class A common stock and onethird of one warrant,NYSE,Stock,7/22/2020,null,Active
LGVW-WS,Longview Acquisition Corp. Redeemable Warrants each whole warrant exercisable for one share of Class A common stock each at an exercise price of 11.50 per shar,NYSE,Stock,7/13/2020,null,Active
LH,Laboratory Corp of America Holdings,NYSE,Stock,3/29/1990,null,Active
LHC,Leo Holdings Corp. Class A,NYSE,Stock,4/16/2018,null,Active
LHC-WS,Leo Holdings Corp Warrants each whole warrant exercisable for one Class A Ordinary Share at an exercise price of 1150,NYSE,Stock,11/1/2018,null,Active
LHCG,LHC Group Inc,NASDAQ,Stock,6/9/2005,null,Active
LHX,3Harris Technologies Inc,NYSE,Stock,12/31/1981,null,Active
LI,Li Auto Inc,NASDAQ,Stock,7/30/2020,null,Active
LIFE,Atyr Pharma Inc,NASDAQ,Stock,5/7/2015,null,Active
LII,Lennox International Inc,NYSE,Stock,7/29/1999,null,Active
LILA,LILA,NASDAQ,Stock,7/2/2015,null,Active
LILAK,Liberty LiLAC Group,NASDAQ,Stock,7/2/2015,null,Active
LILAR,Liberty Latin America Ltd,NASDAQ,Stock,9/11/2020,null,Active
LILRV,Liberty Latin America Ltd Subscription Rights When Issued,NASDAQ,Stock,9/10/2020,null,Active
LIN,Linde plc,NYSE,Stock,10/1/2018,null,Active
LINC,Lincoln Educational Services Corp,NASDAQ,Stock,6/23/2005,null,Active
LIND,Lindblad Expeditions Holdings Inc,NASDAQ,Stock,7/9/2015,null,Active
LINX,Linx SA American Depositary Shares each representing one,NYSE,Stock,6/26/2019,null,Active
LIQT,LiqTech International Inc,NASDAQ,Stock,8/31/2011,null,Active
LITB,LightInTheBox Holding Co Ltd,NYSE,Stock,6/6/2013,null,Active
LITE,Lumentum Holdings Inc,NASDAQ,Stock,8/4/2015,null,Active
LIVE,Live Ventures Inc,NASDAQ,Stock,1/2/2001,null,Active
LIVK,LIV Capital Acquisition Corp Class A,NASDAQ,Stock,1/14/2020,null,Active
LIVKU,LIV Capital Acquisition Corp Unit 1 Ord Cl A & 1 Red Wt,NASDAQ,Stock,12/11/2019,null,Active
LIVKW,,NASDAQ,Stock,1/14/2020,null,Active
LIVN,LivaNova PLC,NASDAQ,Stock,10/19/2015,null,Active
LIVX,LiveXLive Media Inc,NASDAQ,Stock,8/18/2017,null,Active
LIZI,Lizhi Inc,NASDAQ,Stock,1/17/2020,null,Active
LJPC,La Jolla Pharmaceutical Company,NASDAQ,Stock,1/2/2001,null,Active
LKCO,Luokung Technology Corp,NASDAQ,Stock,8/23/2018,null,Active
LKFN,Lakeland Financial Corp,NASDAQ,Stock,8/14/1997,null,Active
LKNCY,Luckin Coffee Inc,NASDAQ,Stock,5/17/2019,null,Active
LKQ,LKQ Corp,NASDAQ,Stock,10/3/2003,null,Active
LL,Lumber Liquidators Holdings Inc,NYSE,Stock,11/9/2007,null,Active
LLIT,Lianluo Smart Ltd Class A,NASDAQ,Stock,4/22/2010,null,Active
LLNW,Limelight Networks Inc,NASDAQ,Stock,6/8/2007,null,Active
LLY,Eli Lilly Company,NYSE,Stock,6/1/1972,null,Active
LMAT,LeMaitre Vascular Inc,NASDAQ,Stock,10/19/2006,null,Active
LMB,Limbach Holdings Inc,NASDAQ,Stock,1/21/2016,null,Active
LMFA,LM Funding America Inc,NASDAQ,Stock,12/8/2015,null,Active
LMFAW,LMFAW,NASDAQ,Stock,12/10/2015,null,Active
LMLB,UBS AG London Branch ETRACS Monthly Pay 2X Leveraged Wells Fargo MLP ExEnergy ETN Ser B 06242044,NYSE ARCA,Stock,10/25/2019,null,Active
LMND,Lemonade Inc,NYSE,Stock,7/2/2020,null,Active
LMNL,Liminal Biosciences Inc,NASDAQ,Stock,11/18/2019,null,Active
LMNR,Limoneira Company,NASDAQ,Stock,11/8/2001,null,Active
LMNX,Luminex Corp,NASDAQ,Stock,4/6/2000,null,Active
LMPX,Lmp Automotive Holdings Inc,NASDAQ,Stock,12/5/2019,null,Active
LMRK,Landmark Infrastructure Partners LP,NASDAQ,Stock,11/14/2014,null,Active
LMRKN,Landmark Infrastructure Partners LP FRFXD PRF PERPETUAL USD 25,NASDAQ,Stock,4/20/2018,null,Active
