symbol,name,exchange,assetType,ipoDate,delistingDate,status
HQI,Command Center Inc,NASDAQ,Stock,6/6/2002,null,Active
HQY,Healthequity Inc,NASDAQ,Stock,7/31/2014,null,Active
HR,Healthcare Realty Trust Inc,NYSE,Stock,5/27/1993,null,Active
HRB,H&R Block Inc,NYSE,Stock,11/12/1986,null,Active
HRC,HillRom Holdings Inc,NYSE,Stock,3/2/1987,null,Active
HRI,Hertz Global Holdings Inc,NYSE,Stock,11/16/2006,null,Active
HRL,Hormel Foods Corp,NYSE,Stock,1/2/1990,null,Active
HRMY,Harmony Biosciences Holdings Inc,NASDAQ,Stock,8/19/2020,null,Active
HROW,Harrow Health Inc,NASDAQ,Stock,9/28/2007,null,Active
HRTG,Heritage Insurance Holdings Inc,NYSE,Stock,5/23/2014,null,Active
HRTX,Heron Therapeutics Inc,NASDAQ,Stock,8/27/1987,null,Active
HRZN,Horizon Technology Finance Corp,NASDAQ,Stock,10/29/2010,null,Active
HSAC,Health Sciences Acquisitions Corp,NASDAQ,Stock,6/21/2019,null,Active
HSAQ,Health Sciences Acquisitions Corp 2,NASDAQ,Stock,8/4/2020,null,Active
HSBC,HSBC Holdings plc,NYSE,Stock,7/16/1999,null,Active
HSBC-P-A,HSBC Holdings plc ADR SER A REP 140 PFD SER A,NYSE,Stock,9/22/2014,null,Active
HSC,Harsco Corp,NYSE,Stock,11/5/1987,null,Active
HSDT,Helius Medical Technologies Inc - Class A,NASDAQ,Stock,6/27/2014,null,Active
HSIC,Henry Schein Inc,NASDAQ,Stock,11/3/1995,null,Active
HSII,Heidrick Struggles International Inc,NASDAQ,Stock,4/27/1999,null,Active
HSKA,Heska Corp. Restricted Voting,NASDAQ,Stock,7/1/1997,null,Active
HSON,Hudson Global Inc,NASDAQ,Stock,3/18/2003,null,Active
HST,Host Hotels and Resorts Inc,NYSE,Stock,4/6/1983,null,Active
HSTM,HealthStream Inc,NASDAQ,Stock,4/11/2000,null,Active
HSTO,Histogen Inc,NASDAQ,Stock,7/25/2013,null,Active
HSY,Hershey Company,NYSE,Stock,7/1/1985,null,Active
HT,Hersha Hospitality Trust,NYSE,Stock,1/21/1999,null,Active
HT-P-C,Hersha Hospitality Trust 6875 Series C Cumulative Redeemable Preferred Shares of Beneficial Interest,NYSE,Stock,9/22/2014,null,Active
HT-P-D,Hersha Hospitality Trust 650 Series D Cumulative Redeemable Preferred Shares of Beneficial Interest 001 par value per share,NYSE,Stock,6/2/2016,null,Active
HT-P-E,Hersha Hospitality Trust 650 Series E Cumulative Redeemable Preferred Shares of Beneficial Interest,NYSE,Stock,11/9/2016,null,Active
HTA,Healthcare Trust Of America Inc,NYSE,Stock,6/6/2012,null,Active
HTBI,HomeTrust Bancshares Inc,NASDAQ,Stock,7/11/2012,null,Active
HTBK,Heritage Commerce Corp,NASDAQ,Stock,7/20/1998,null,Active
HTBX,Heat Biologics Inc,NASDAQ,Stock,7/24/2013,null,Active
HTFA,Horizon Technology Finance Corporation 625 Notes due 2022,NYSE,Stock,10/4/2017,null,Active
HTGC,Hercules Technology Growth Capital Inc,NYSE,Stock,6/9/2005,null,Active
HTGM,HTG Molecular Diagnostics Inc,NASDAQ,Stock,5/6/2015,null,Active
HTH,Hilltop Holdings Inc,NYSE,Stock,2/19/2004,null,Active
HTHT,Huazhu Group Ltd,NASDAQ,Stock,3/26/2010,null,Active
HTIA,Healthcare Trust Inc 7.375 PRF PERPETUAL USD 25 Ser A,NASDAQ,Stock,12/9/2019,null,Active
HTLD,Heartland Express Inc,NASDAQ,Stock,3/26/1990,null,Active
HTLF,Heartland Financial USA Inc,NASDAQ,Stock,1/4/1999,null,Active
HTZ,Hertz Global Holdings Inc,NYSE,Stock,11/16/2006,null,Active
HUBB,Hubbell Inc,NYSE,Stock,12/24/2015,null,Active
HUBG,Hub Group Inc Class A,NASDAQ,Stock,3/13/1996,null,Active
HUBS,HubSpot Inc,NYSE,Stock,10/9/2014,null,Active
HUD,Hudson Ltd Class A,NYSE,Stock,2/1/2018,null,Active
HUGE,,NASDAQ,Stock,6/8/2018,null,Active
HUIZ,Huize Holding Ltd,NASDAQ,Stock,2/12/2020,null,Active
HUM,Humana Inc,NYSE,Stock,12/31/1981,null,Active
HUN,Huntsman Corp,NYSE,Stock,2/14/2005,null,Active
HURC,Hurco Companies Inc,NASDAQ,Stock,9/5/1989,null,Active
HURN,Huron Consulting Group,NASDAQ,Stock,10/13/2004,null,Active
HUSA,Houston American Energy Corp,NYSE MKT,Stock,1/22/2002,null,Active
HUSN,Hudson Capital Inc,NASDAQ,Stock,8/8/2017,null,Active
HUYA,HUYA Inc American depositary shares each representing one Class A,NYSE,Stock,5/11/2018,null,Active
HVBC,HV Bancorp Inc,NASDAQ,Stock,1/12/2017,null,Active
HVT,Haverty Furniture Cos. Inc,NYSE,Stock,2/25/1992,null,Active
HVT-A,Haverty Furniture Companies Inc,NYSE,Stock,2/25/1992,null,Active
HWBK,Hawthorn Bancshares Inc,NASDAQ,Stock,7/20/1999,null,Active
HWC,Hancock Whitney Corp,NASDAQ,Stock,1/2/2001,null,Active
HWCC,Houston Wire & Cable Company,NASDAQ,Stock,6/15/2006,null,Active
HWCPL,Hancock Whitney Corporation 595 Subordinated Notes due 2045,NASDAQ,Stock,5/25/2018,null,Active
HWCPZ,Hancock Whitney Corporation 6.25 Subordinated Notes due 2060,NASDAQ,Stock,6/17/2020,null,Active
HWKN,Hawkins Inc,NASDAQ,Stock,10/27/1993,null,Active
HWM,Howmet Aerospace Inc,NYSE,Stock,1/2/1962,null,Active
HX,Hexindai Inc,NASDAQ,Stock,12/28/2006,null,Active
HXL,Hexcel Corp,NYSE,Stock,11/5/1987,null,Active
HY,HysterYale Materials Handling Inc,NYSE,Stock,10/1/2012,null,Active
HYAC,Haymaker Acquisition Corp,NASDAQ,Stock,11/17/2017,null,Active
HYACU,Haymaker Acquisition Corp Units 1 Class A 12 War,NASDAQ,Stock,10/25/2017,null,Active
HYACW,Haymaker Acquisition Corp Warrant,NASDAQ,Stock,11/17/2017,null,Active
HYMC,Hycroft Mining Holding Corporation Class A,NASDAQ,Stock,3/12/2018,null,Active
HYMCW,Hycroft Mining Holding Corporation,NASDAQ,Stock,3/12/2018,null,Active
HYMCZ,Hycroft Mining Holding Corporation - Warrants(22/10/2022),NASDAQ,Stock,2/17/2017,null,Active
HYRE,HyreCar Inc,NASDAQ,Stock,6/27/2018,null,Active
HZAC-U,Horizon Acquisition Corporation Units each consisting of one Class A and onethird of one Redeemable warrant,NYSE,Stock,8/21/2020,null,Active
HZN,Horizon Global Corp,NYSE,Stock,7/1/2015,null,Active
HZNP,Horizon Therapeutics Plc,NASDAQ,Stock,7/28/2011,null,Active
HZO,MarineMax Inc,NYSE,Stock,6/3/1998,null,Active
IAA,IAA Inc,NYSE,Stock,6/17/2019,null,Active
IAC,IAC InterActiveCorp.,NASDAQ,Stock,1/19/1993,null,Active
IAG,Iamgold Corp,NYSE,Stock,7/15/2003,null,Active
IART,Integra Lifesciences Holdings Corp,NASDAQ,Stock,8/16/1995,null,Active
IBA,Industrias Bachoco SAB de CV ADR,NYSE,Stock,9/19/1997,null,Active
IBCP,Independent Bank CorporationMI,NASDAQ,Stock,1/2/2001,null,Active
IBDV,iShares iBonds Dec 2030 Term Corporate ETF,NYSE ARCA,Stock,6/25/2020,null,Active
IBEX,IBEX Ltd,NASDAQ,Stock,8/7/2020,null,Active
IBIO,iBio Inc,NYSE MKT,Stock,8/19/2008,null,Active
IBKC,IBERIABANK Corp,NASDAQ,Stock,4/10/1995,null,Active
IBKCN,IBERIABANK Corp Dep Shs Repstg 1400th Int FxdFltg Non Cum Perp Pfd Ser D,NASDAQ,Stock,3/29/2019,null,Active
IBKCO,IBKCO,NASDAQ,Stock,5/23/2016,null,Active
IBKCP,IBKCP,NASDAQ,Stock,8/31/2015,null,Active
IBKR,Interactive Brokers Group Inc Class A,NASDAQ,Stock,5/4/2007,null,Active
IBM,International Business Machines Corp,NYSE,Stock,1/2/1962,null,Active
IBN,ICICI Bank Ltd,NYSE,Stock,3/28/2000,null,Active
IBOC,International Bancshares Corp,NASDAQ,Stock,5/30/1996,null,Active
IBP,Installed Building Products Inc,NYSE,Stock,2/13/2014,null,Active
IBTX,Independent Bank Group Inc,NASDAQ,Stock,4/4/2013,null,Active
ICAD,iCAD Inc,NASDAQ,Stock,3/17/1992,null,Active
ICBK,County Bancorp Inc,NASDAQ,Stock,1/16/2015,null,Active
ICCC,ImmuCell Corp,NASDAQ,Stock,7/10/1995,null,Active
ICCH,ICC Holdings Inc,NASDAQ,Stock,3/28/2017,null,Active
ICD,Independence Contract Drilling Inc,NYSE,Stock,8/8/2014,null,Active
ICE,Intercontinental Exchange Inc,NYSE,Stock,11/16/2005,null,Active
ICFI,ICF International Inc,NASDAQ,Stock,9/28/2006,null,Active
ICHR,Ichor Holdings,NASDAQ,Stock,12/9/2016,null,Active
ICL,Israel Chemicals Ltd,NYSE,Stock,9/24/2014,null,Active
ICLK,iClick Interactive Asia Group Ltd,NASDAQ,Stock,12/21/2017,null,Active
ICLR,ICON Public Limited Company,NASDAQ,Stock,5/15/1998,null,Active
ICMB,Investcorp Credit Management BDC Inc,NASDAQ,Stock,2/6/2014,null,Active
ICON,Iconix Brand Group Inc,NASDAQ,Stock,3/6/1990,null,Active
ICPT,Intercept Pharmaceuticals Inc,NASDAQ,Stock,10/11/2012,null,Active
ICUI,ICU Medical Inc,NASDAQ,Stock,3/31/1992,null,Active
IDA,IDACORP Inc,NYSE,Stock,10/17/1986,null,Active
IDCC,InterDigital Inc,NASDAQ,Stock,3/26/1990,null,Active
IDEX,Ideanomics Inc,NASDAQ,Stock,5/23/2007,null,Active
IDN,Intellicheck Inc,NASDAQ,Stock,11/19/1999,null,Active
IDRA,Idera Pharmaceuticals Inc,NASDAQ,Stock,1/25/1996,null,Active
IDT,IDT Corp,NYSE,Stock,5/16/2001,null,Active
IDXG,Interpace Diagnostics Group Inc,NASDAQ,Stock,1/2/2001,null,Active
IDXX,IDEXX Laboratories Inc,NASDAQ,Stock,6/24/1991,null,Active
IDYA,Ideaya Biosciences Inc,NASDAQ,Stock,5/23/2019,null,Active
IEA,Infrastructure and Energy Alternatives Inc,NASDAQ,Stock,3/26/2018,null,Active
IEAWW,Infrastructure and Energy Alternatives Inc Warrant,NASDAQ,Stock,3/28/2018,null,Active
IEC,IEC Electronics Corp,NASDAQ,Stock,2/12/1993,null,Active
IEP,Icahn Enterprises L P,NASDAQ,Stock,7/24/1987,null,Active
IESC,IES Holdings Inc,NASDAQ,Stock,1/28/1998,null,Active
IEX,IDEX Corp,NYSE,Stock,6/30/1989,null,Active
IFF,International Flavors & Fragrances Inc,NYSE,Stock,12/31/1981,null,Active
IFF 6,International Flavors & Fragrances Inc - Unit (1Prpd Stk Pur contrct & 1 Note),NYSE,Stock,9/13/2018,null,Active
IFMK,iFresh Inc,NASDAQ,Stock,2/1/2017,null,Active
IFRX,InflaRx NV,NASDAQ,Stock,11/7/2017,null,Active
IFS,INFRASOURCE SERVICES INC,NYSE,Stock,8/8/2019,null,Active
IGC,India Globalization Capital Inc,NYSE MKT,Stock,4/13/2006,null,Active
IGIC,International General Insurance Holdings Ltd,NASDAQ,Stock,3/18/2020,null,Active
IGICW,International General Insurance Holdings Ltd,NASDAQ,Stock,3/19/2020,null,Active
IGMS,IGM Biosciences Inc,NASDAQ,Stock,9/18/2019,null,Active
IGT,International Game Technology,NYSE,Stock,3/26/1990,null,Active
IGZ,NYSE ARCA LISTED TEST STOCK FOR CTS CQS,NYSE ARCA,Stock,2/19/2013,null,Active
IHC,Independence Holding Company,NYSE,Stock,3/26/1990,null,Active
IHG,Intercontinental Hotels Group plc,NYSE,Stock,4/10/2003,null,Active
IHRT,iHeartMedia Inc,NASDAQ,Stock,5/7/2019,null,Active
IHT,Innsuites Hospitality Trust,NYSE MKT,Stock,12/30/1987,null,Active
III,Information Services Group Inc,NASDAQ,Stock,2/12/2007,null,Active
IIIN,Insteel Industries Inc,NASDAQ,Stock,3/17/1992,null,Active
IIIV,i3 Verticals Inc - Class A,NASDAQ,Stock,6/21/2018,null,Active
IIN,IntriCon Corp,NASDAQ,Stock,3/17/1980,null,Active
IIPR,Innovative Industrial Properties Inc Class A,NYSE,Stock,12/1/2016,null,Active
IIPR-P-A,Innovative Industrial Properties Inc 900 Series A Cumulative Redeemable Preferred Stock,NYSE,Stock,10/24/2017,null,Active
IIVI,IiVi Inc,NASDAQ,Stock,3/26/1990,null,Active
IIVIP,Ii-Vi Inc,NASDAQ,Stock,7/2/2020,null,Active
IJAN,Innovator MSCI EAFE Power Buffer ETF - January,NYSE ARCA,Stock,1/2/2020,null,Active
IKNX,IKONICS Corp,NASDAQ,Stock,5/30/1996,null,Active
ILMN,Illumina Inc,NASDAQ,Stock,7/28/2000,null,Active
ILPT,Industrial Logistics Properties Trust,NASDAQ,Stock,1/12/2018,null,Active
IMAB,IMab,NASDAQ,Stock,1/17/2020,null,Active
IMAC,IMAC Holdings Inc,NASDAQ,Stock,2/13/2019,null,Active
IMACW,IMAC Holdings Inc Wt Exp 12182023,NASDAQ,Stock,2/13/2019,null,Active
IMAX,IMAX Corp,NYSE,Stock,6/10/1994,null,Active
IMBI,iMedia Brands Inc Class A,NASDAQ,Stock,4/29/1993,null,Active
IMGN,ImmunoGen Inc,NASDAQ,Stock,3/26/1990,null,Active
IMH,Impac Mortgage Holdings Inc,NYSE,Stock,11/21/1995,null,Active
IMKTA,Ingles Markets Inc,NASDAQ,Stock,3/26/1990,null,Active
IMMP,Immutep Ltd,NASDAQ,Stock,4/17/2012,null,Active
IMMR,Immersion Corp,NASDAQ,Stock,11/12/1999,null,Active
IMMU,Immunomedics Inc,NASDAQ,Stock,3/26/1990,null,Active
IMO,Imperial Oil Limited USA,NYSE,Stock,7/16/1986,null,Active
IMOS,ChipMOS TECHNOLOGIES Bermuda LTD,NASDAQ,Stock,6/19/2001,null,Active
IMRA,Imara Inc,NASDAQ,Stock,3/12/2020,null,Active
IMRN,,NASDAQ,Stock,6/9/2017,null,Active
IMRNW,,NASDAQ,Stock,6/9/2017,null,Active
IMTE,Integrated Media Technology Ltd,NASDAQ,Stock,8/11/2017,null,Active
IMTX,Immatics N.V,NASDAQ,Stock,7/2/2020,null,Active
IMTXW,Immatics N.V Warrants 01072025,NASDAQ,Stock,7/2/2020,null,Active
IMUX,Immunic Inc,NASDAQ,Stock,4/17/2014,null,Active
IMV,IMV Inc,NASDAQ,Stock,6/1/2018,null,Active
IMVT,Immunovant Inc,NASDAQ,Stock,12/19/2019,null,Active
IMXI,International Money Express Inc,NASDAQ,Stock,3/27/2017,null,Active
INAQU,INSU Acquisition Corp II - Units (1 Ord Share Class A & 1/3 War),NASDAQ,Stock,9/3/2020,null,Active
INBK,First Internet Bancorp,NASDAQ,Stock,12/28/2004,null,Active
INBKL,First Internet Bancorp 60 FixedtoFloating Rate Subordinated Notes due 2026,NASDAQ,Stock,10/12/2016,null,Active
INBKZ,First Internet Bancorp FXDFR NT REDEEM 30062029 USD 25,NASDAQ,Stock,6/17/2019,null,Active
INBX,Inhibrx Inc,NASDAQ,Stock,8/19/2020,null,Active
INCY,Incyte Corp,NASDAQ,Stock,11/4/1993,null,Active
INDB,Independent Bank Corp,NASDAQ,Stock,3/27/1990,null,Active
INDO,Indonesia Energy Corp Ltd,NYSE,Stock,12/20/2019,null,Active
INFI,Infinity Pharmaceuticals Inc,NASDAQ,Stock,7/28/2000,null,Active
INFN,Infinera Corp,NASDAQ,Stock,6/7/2007,null,Active
INFO,IHS Markit Ltd,NYSE,Stock,6/19/2014,null,Active
INFU,InfuSystem Holdings Inc,NYSE MKT,Stock,12/27/2007,null,Active
INFY,Infosys Ltd,NYSE,Stock,3/11/1999,null,Active
ING,ING Groep NV,NYSE,Stock,11/18/1996,null,Active
INGN,Inogen Inc,NASDAQ,Stock,2/14/2014,null,Active
INGR,Ingredion Inc,NYSE,Stock,12/11/1997,null,Active
INMB,INmune Bio Inc,NASDAQ,Stock,2/4/2019,null,Active
INMD,Inmode Ltd,NASDAQ,Stock,8/8/2019,null,Active
INN,Summit Hotel Properties Inc,NYSE,Stock,2/9/2011,null,Active
INN-P-D,Summit Hotel Properties Inc 645 Series D Cumulative Redeemable Preferred Stock,NYSE,Stock,6/21/2016,null,Active
INN-P-E,Summit Hotel Properties Inc 6250 Series E Cumulative Redeemable Preferred Stock,NYSE,Stock,11/3/2017,null,Active
INO,Inovio Pharmaceuticals Inc,NASDAQ,Stock,12/8/1998,null,Active
INOD,Innodata Inc,NASDAQ,Stock,8/11/1993,null,Active
INOV,Inovalon Holdings Inc,NASDAQ,Stock,2/12/2015,null,Active
INPX,Inpixon,NASDAQ,Stock,7/14/2011,null,Active
INS,Intelligent Systems Corp,NYSE MKT,Stock,8/18/1995,null,Active
INSE,Inspired Entertainment Inc,NASDAQ,Stock,12/29/2016,null,Active
INSG,Inseego Corp,NASDAQ,Stock,11/21/2000,null,Active
INSM,Insmed Inc,NASDAQ,Stock,6/1/2000,null,Active
INSP,Inspire Medical Systems Inc,NYSE,Stock,5/3/2018,null,Active
INSU,Insurance Acquisition Corp,NASDAQ,Stock,6/4/2019,null,Active
INSUU,Insurance Acquisition Corp Units1 OrdSh Cls A 12 Wrt,NASDAQ,Stock,3/20/2019,null,Active
INSUW,Insurance Acquisition Corp Warrants 20092020,NASDAQ,Stock,6/4/2019,null,Active
INSW,International Seaways Inc,NYSE,Stock,12/1/2016,null,Active
INSW-P-A,International Seaways Inc 850 Senior Notes due June 30 2023,NYSE,Stock,6/20/2018,null,Active
INT,World Fuel Services Corp,NYSE,Stock,7/30/1990,null,Active
INTC,Intel Corp,NASDAQ,Stock,3/17/1980,null,Active
INTG,Intergroup Corp,NASDAQ,Stock,8/18/1995,null,Active
INTL,,NASDAQ,Stock,11/15/1996,null,Active
INTT,Intest Corp,NYSE MKT,Stock,6/17/1997,null,Active
INTU,Intuit Inc,NASDAQ,Stock,3/22/1993,null,Active
INUV,Inuvo Inc,NYSE MKT,Stock,8/4/1998,null,Active
INVA,Innoviva Inc,NASDAQ,Stock,10/5/2004,null,Active
INVE,Identiv Inc,NASDAQ,Stock,10/7/1997,null,Active
INVH,Invitation Homes Inc,NYSE,Stock,2/1/2017,null,Active
INWK,InnerWorkings Inc,NASDAQ,Stock,8/16/2006,null,Active
INZY,Inozyme Pharma Inc,NASDAQ,Stock,7/24/2020,null,Active
IO,ION Geophysical Corp,NYSE,Stock,4/2/1991,null,Active
IONS,Ionis Pharmaceuticals Inc,NASDAQ,Stock,12/30/1998,null,Active
IOR,Income Opportunity Realty Investors Inc,NYSE,Stock,3/17/1992,null,Active
IOSP,Innospec Inc,NASDAQ,Stock,5/13/1998,null,Active
IOVA,Iovance Biotherapeutics Inc,NASDAQ,Stock,10/15/2010,null,Active
IP,International Paper Company,NYSE,Stock,1/2/1970,null,Active
IPAR,Inter Parfums Inc,NASDAQ,Stock,8/20/1991,null,Active
IPDN,Professional Diversity Network Inc,NASDAQ,Stock,3/5/2013,null,Active
IPG,Interpublic Group of Companies Inc,NYSE,Stock,11/5/1987,null,Active
IPGP,IPG Photonics Corp,NASDAQ,Stock,12/13/2006,null,Active
IPHA,Innate Pharma,NASDAQ,Stock,10/17/2019,null,Active
IPHI,Inphi Corp,NYSE,Stock,11/12/2010,null,Active
IPI,Intrepid Potash Inc,NYSE,Stock,4/22/2008,null,Active
IPLDP,Interstate Power and Light Company 510 PRF PERPETUAL USD 25 Ser D,NASDAQ,Stock,12/31/2018,null,Active
IPOB,Social Capital Hedosophia Holdings Corp II Class A,NYSE,Stock,6/18/2020,null,Active
IPOB-U,Social Capital Hedosophia Holdings Corp II Unit 1 Cl A & 14 Wt,NYSE,Stock,4/28/2020,null,Active
IPOB-WS,Social Capital Hedosophia Holdings Corp. II Redeemable Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of 11.50,NYSE,Stock,6/18/2020,null,Active
IPOC,,NYSE,Stock,1/2/2001,null,Active
IPOC-U,Social Capital Hedosophia Holdings Corp III Unit 1 Com & 14 Wt,NYSE,Stock,4/22/2020,null,Active
IPOC-WS,Social Capital Hedosophia Holdings Corp. III Redeemable Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of 11.50,NYSE,Stock,6/12/2020,null,Active
IPV,,NYSE,Stock,2/27/2020,null,Active
IPV-U,InterPrivate Acquisition Corp Unit 1 Com & 12 Wt Exp 10292024,NYSE,Stock,2/4/2020,null,Active
IPV-WS,InterPrivate Acquisition Corp Warrants 29102024,NYSE,Stock,2/27/2020,null,Active
IPWR,Ideal Power Inc,NASDAQ,Stock,11/22/2013,null,Active
IQ,iQIYI Inc,NASDAQ,Stock,3/29/2018,null,Active
IQV,IQVIA Holdings Inc,NYSE,Stock,5/9/2013,null,Active
IR,Ingersoll Rand Inc,NYSE,Stock,5/12/2017,null,Active
IRBT,iRobot Corp,NASDAQ,Stock,11/9/2005,null,Active
IRCP,IRSA Propiedades Comerciales SA,NASDAQ,Stock,11/5/2003,null,Active
IRDM,Iridium Communications Inc,NASDAQ,Stock,3/20/2008,null,Active
IRET,Investors Real Estate Trust,NYSE,Stock,10/17/1997,null,Active
IRET-P-C,Investors Real Estate Trust 6625 Series C Cumulative Redeemable Preferred Shares Liquidation Preference 2500 Per Share,NYSE,Stock,9/26/2017,null,Active
IRIX,IRIDEX Corp,NASDAQ,Stock,2/16/1996,null,Active
IRM,Iron Mountain Inc,NYSE,Stock,2/1/1996,null,Active
IRMD,IRadimed Corp,NASDAQ,Stock,7/16/2014,null,Active
IROQ,IF Bancorp Inc,NASDAQ,Stock,7/8/2011,null,Active
IRS,Irsa Inversiones y Rprsntcins SA ADR,NYSE,Stock,12/20/1994,null,Active
IRT,Independence Realty Trust Inc,NYSE,Stock,8/13/2013,null,Active
IRTC,iRhythm Technologies Inc,NASDAQ,Stock,10/20/2016,null,Active
IRWD,Ironwood Pharmaceuticals Inc,NASDAQ,Stock,2/3/2010,null,Active
ISBC,Investors Bancorp Inc,NASDAQ,Stock,10/12/2005,null,Active
ISDR,Issuer Direct Corp,NYSE,Stock,2/14/2005,null,Active
ISEE,IVERIC bio Inc,NASDAQ,Stock,9/25/2013,null,Active
ISG,ING Group NV Perpetual Dent Secs 6125,NYSE,Stock,9/23/2005,null,Active
ISG-CL,ING Group N.V. Perpetual Dent Secs 6.125,NYSE,Stock,3/17/2020,null,Active
ISIG,Insignia Systems Inc,NASDAQ,Stock,3/18/1993,null,Active
ISNS,Image Sensing Systems Inc,NASDAQ,Stock,5/5/1995,null,Active
ISPD,Interspeed Inc,NASDAQ,Stock,9/27/2017,null,Active
ISR,IsoRay Inc,NYSE,Stock,11/10/2005,null,Active
ISRG,Intuitive Surgical Inc,NASDAQ,Stock,6/16/2000,null,Active
ISSC,Innovative Solutions Support Inc,NASDAQ,Stock,8/4/2000,null,Active
ISTR,Investar Holding Corp,NASDAQ,Stock,7/1/2014,null,Active
IT,Gartner Inc,NYSE,Stock,10/5/1993,null,Active
ITACU,Industrial Tech Acquisitions Inc - Units (1 Ord Share Class A & 1 War),NASDAQ,Stock,9/9/2020,null,Active
ITCB,Ita Corpbanca,NYSE,Stock,1/4/2016,null,Active
ITCI,Intra-Cellular Therapies Inc,NASDAQ,Stock,1/7/2014,null,Active
ITGR,Greatbatch Inc,NYSE,Stock,9/29/2000,null,Active
ITI,Iteris Inc,NASDAQ,Stock,1/4/1994,null,Active
ITIC,Investors Title Company,NASDAQ,Stock,3/27/1990,null,Active
ITMR,Itamar Medical Ltd ADR,NASDAQ,Stock,3/7/2019,null,Active
ITOS,ITeos Therapeutics Inc,NASDAQ,Stock,7/24/2020,null,Active
ITP,IT Tech Packaging Inc,NYSE,Stock,10/1/2007,null,Active
ITRG,Integra Resources Corp,NYSE MKT,Stock,7/9/2020,null,Active
ITRI,Itron Inc,NASDAQ,Stock,11/5/1993,null,Active
ITRM,Iterum Therapeutics plc,NASDAQ,Stock,5/25/2018,null,Active
ITRN,Ituran Location and Control Ltd US,NASDAQ,Stock,9/28/2005,null,Active
ITT,ITT Corp,NYSE,Stock,12/18/1995,null,Active
ITUB,Ita Unibanco Holding SA,NYSE,Stock,2/25/2002,null,Active
ITW,Illinois Tool Works Inc,NYSE,Stock,11/5/1987,null,Active
IVA,Inventiva SA ADR,NASDAQ,Stock,7/10/2020,null,Active
IVAC,Intevac Inc,NASDAQ,Stock,11/21/1995,null,Active
IVC,Invacare Corp,NYSE,Stock,3/26/1990,null,Active
IVR,Invesco Mortgage Capital Inc,NYSE,Stock,7/1/2009,null,Active
IVR-P-A,Invesco Mortgage Capital Inc Pfd Ser A,NYSE,Stock,9/22/2014,null,Active
IVR-P-B,Invesco Mortgage Capital Inc Preferred Series B Cum Fxd to Fltg,NYSE,Stock,9/22/2014,null,Active
IVR-P-C,INVESCO MORTGAGE CAPITAL INC 75 FixedtoFloating Series C Cumulative Redeemable Preferred Stock Liquation Preference 2500 per Share,NYSE,Stock,8/10/2017,null,Active
IVZ,Invesco Ltd,NYSE,Stock,8/25/1995,null,Active
IX,ORIX Corp,NYSE,Stock,9/16/1998,null,Active
IXSE,WISDOMTREE INDIA EXSTATEOWNED ENTERPRISES FUND NA,NYSE ARCA,Stock,4/4/2019,null,Active
IZEA,IZEA Worldwide Inc,NASDAQ,Stock,6/14/2011,null,Active
J,Jacobs Engineering Group Inc,NYSE,Stock,1/12/1990,null,Active
JACK,Jack In The Box Inc,NASDAQ,Stock,3/5/1992,null,Active
JAGX,Jaguar Health Inc,NASDAQ,Stock,5/13/2015,null,Active
JAKK,Jakks Pacific Inc,NASDAQ,Stock,5/2/1996,null,Active
JAMF,Jamf Holding Corp,NASDAQ,Stock,7/22/2020,null,Active
JAN,JanOne Inc,NASDAQ,Stock,11/7/1991,null,Active
JAX,J Alexanders LLC,NYSE,Stock,9/29/2015,null,Active
JAZZ,Jazz Pharmaceuticals plc,NASDAQ,Stock,6/1/2007,null,Active
JBGS,JBG SMITH Properties,NYSE,Stock,7/18/2017,null,Active
JBHT,JB Hunt Transport Services Inc,NASDAQ,Stock,3/26/1990,null,Active
JBK,Lehman ABS 350 350 Adjustable Corp Backed Tr Certs GS Cap I,NYSE,Stock,4/5/2004,null,Active
JBL,Jabil Circuit Inc,NYSE,Stock,5/3/1993,null,Active
JBLU,JetBlue Airways Corp,NASDAQ,Stock,4/12/2002,null,Active
JBN,Select Asset Inc Select Asset Inc on behalf of Corporate Backed Callable Trust Certificates JC Penney Debenture Backed Series 20071 Trust,NYSE,Stock,2/16/2007,null,Active
JBR,Select Asset Inc Corporate Backed Callable Trust Certificates JC Penney DebentureBacked Series 20061 Class A1,NYSE,Stock,4/23/2007,null,Active
JBSS,Sanfilippo John B. & Son Inc,NASDAQ,Stock,12/4/1991,null,Active
JBT,John Bean Technologies Corp,NYSE,Stock,7/22/2008,null,Active
JCAP,Jernigan Capital Inc,NYSE,Stock,3/27/2015,null,Active
JCAP-P-B,Jernigan Capital Inc 700 Series B Cumulative Redeemable Perpetual Preferred Stock,NYSE,Stock,1/22/2018,null,Active
JCI,Johnson Controls International plc,NYSE,Stock,3/27/1985,null,Active
JCO,JETS Contrarian Opp Index Fund,NYSE,Stock,3/29/2017,null,Active
JCOM,J2 Global Inc,NASDAQ,Stock,7/23/1999,null,Active
JCS,Communications Systems Inc,NASDAQ,Stock,3/26/1990,null,Active
JCTCF,JewettCameron Trading Company Ltd,NASDAQ,Stock,4/12/1996,null,Active
JD,JDcom Inc,NASDAQ,Stock,5/22/2014,null,Active
JE,Just Energy Group Inc,NYSE,Stock,1/5/2009,null,Active
